0,200
0,200
0.137953795,200
1.655445545,200
3.172937294,200
6.483828383,200
8.9669967,200
11.03630363,200
13.65742574,200
16.69240924,200
18.62376238,200
20.69306931,200
23.8660066,200
26.07326733,200
28.97029703,200
31.17755776,200
33.10891089,200
36.14389439,200
38.35115512,200
41.52409241,200
43.45544554,200
45.80066007,32.60000229
48.97359736,32.60000229
51.18085809,32.10000229
52.97425743,32.60000229
56.00924092,32.60000229
58.21650165,24.30000114
61.38943894,23.50000191
63.32079208,23.30000114
65.52805281,22.00000191
68.83894389,22.00000191
70.77029703,21.70000076
73.80528053,21.70000076
76.01254125,21.10000038
79.04752475,20.50000191
80.97887789,20.90000153
83.18613861,20.40000153
86.22112211,20.30000114
88.56633663,20.30000114
91.46336634,19.80000114
93.67062706,19.70000076
95.6019802,19.70000076
98.6369637,19.80000114
100.7062706,19.80000114
103.7412541,19.80000114
105.6726073,20.30000114
107.879868,20.70000076
110.9148515,20.40000153
112.9841584,20.90000153
115.0534653,20.90000153
118.0884488,21.10000038
120.1577558,21.20000076
123.3306931,22.10000229
125.4,22.00000191
128.4349835,23.70000267
130.3663366,32.60000229
132.5735974,32.60000229
135.6085809,32.10000229
137.539934,32.60000229
140.4369637,32.10000229
142.6442244,32.60000229
145.6792079,32.60000229
147.6105611,32.60000229
149.8178218,32.79999924
152.4389439,32.10000229
155.4739274,32.90000153
157.9570957,32.10000229
160.1643564,32.60000229
163.4752475,22.70000076
165.4066007,22.5
167.4759076,21.90000153
170.0970297,21.10000038
173.1320132,20.90000153
175.3392739,20.90000153
176.1669967,20.40000153
180.3056106,20.30000114
182.5128713,19.80000114
185.6858086,19.80000114
187.7551155,19.80000114
189.6864686,19.80000114
192.9973597,19.80000114
195.2046205,19.80000114
197.2739274,20.30000114
200.5848185,20.40000153
202.3782178,20.70000076
204.5854785,20.90000153
207.7584158,20.90000153
209.8277228,21.20000076
212.8627063,21.90000153
215.069967,22.90000153
217.1392739,22.80000114
220.3122112,32.60000229
221.139934,32.60000229
224.8646865,32.60000229
226.9339934,32.60000229
230.1069307,32.10000229
232.1762376,32.90000153
234.3834983,200
237.4184818,155.8000031
239.6257426,159.7000122
241.6950495,158
244.8679868,176.2000122
246.9372937,152.1000061
249.8343234,200
251.9036304,200
253.9729373,200
257.0079208,200
259.2151815,150.9000092
262.3881188,150.9000092
264.1815182,151.3000183
265.4231023,195.5
273.9762376,194.8000031
276.0455446,195.5
279.0805281,138.0000153
281.0118812,137.9000092
283.2191419,138.3000031
286.2541254,195.3000031
288.5993399,138.5000153
290.6686469,136
293.7036304,134.9000092
295.7729373,137.9000092
297.8422442,162.8000031
301.0151815,147.8000031
303.0844884,142.6000061
305.9815182,149.5000153
308.1887789,149.9000092
310.2580858,145.6000061
313.4310231,200
315.50033,132.1999969
318.5353135,139.9000092
320.4666667,139.9000092
322.5359736,139.9000092
325.7089109,139.9000092
327.640264,139.9000092
329.8475248,139.9000092
333.020462,139.9000092
334.9518152,139.9000092
337.0211221,139.9000092
340.1940594,139.9000092
342.2633663,139.9000092
345.2983498,139.9000092
347.3676568,139.9000092
349.7128713,139.9000092
352.7478548,139.9000092
354.8171617,139.9000092
357.4382838,139.9000092
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
